city,date,confirmed,deaths 
Santana do Cariri,2021-05-16,974,26
Santa Quitéria,2021-05-16,4587,48
São Benedito,2021-05-16,2990,55
São Gonçalo do Amarante,2021-05-16,6338,164
São João do Jaguaribe,2021-05-16,583,9
São Luís do Curu,2021-05-16,1089,30
Senador Pompeu,2021-05-16,1615,37
Senador Sá,2021-05-16,1040,10
Sobral,2021-05-16,23652,621
Solonópole,2021-05-16,1212,21
Tabuleiro do Norte,2021-05-16,4364,54
Tamboril,2021-05-16,1661,51
Tarrafas,2021-05-16,328,9
Tauá,2021-05-16,6987,130
Tejuçuoca,2021-05-16,1314,24
Tianguá,2021-05-16,7817,154
Trairi,2021-05-16,1708,78
Tururu,2021-05-16,1158,32
Ubajara,2021-05-16,1677,38
Umari,2021-05-16,366,6
Umirim,2021-05-16,789,35
Uruburetama,2021-05-16,1755,54
Uruoca,2021-05-16,1208,30
Varjota,2021-05-16,1927,24
Várzea Alegre,2021-05-16,2539,55
Viçosa do Ceará,2021-05-16,3634,115
,2021-05-16,744295,19117
Brasília,2021-05-16,345296,7616
Importados/Indefinidos,2021-05-16,47286,701
,2021-05-16,392582,8317
Afonso Cláudio,2021-05-16,3145,55
Água Doce do Norte,2021-05-16,737,35
Águia Branca,2021-05-16,1818,58
Alegre,2021-05-16,1969,47
Alfredo Chaves,2021-05-16,2117,30
Alto Rio Novo,2021-05-16,657,21
Anchieta,2021-05-16,4300,74
Apiacá,2021-05-16,684,28
Aracruz,2021-05-16,13954,198
Atilio Vivacqua,2021-05-16,1341,24
Baixo Guandu,2021-05-16,3124,69
Barra de São Francisco,2021-05-16,4388,180
Boa Esperança,2021-05-16,1220,36
Bom Jesus do Norte,2021-05-16,878,21
Brejetuba,2021-05-16,1478,13
Cachoeiro de Itapemirim,2021-05-16,23255,484
Cariacica,2021-05-16,36000,1179
Castelo,2021-05-16,5362,102
Colatina,2021-05-16,18201,316
Conceição da Barra,2021-05-16,1315,44
Conceição do Castelo,2021-05-16,1229,20
Divino de São Lourenço,2021-05-16,361,7
Domingos Martins,2021-05-16,3267,59
Dores do Rio Preto,2021-05-16,579,10
Ecoporanga,2021-05-16,2714,55
Fundão,2021-05-16,2251,56
Governador Lindenberg,2021-05-16,1478,19
Guaçuí,2021-05-16,2106,86
Guarapari,2021-05-16,13788,356
Ibatiba,2021-05-16,3044,72
Ibiraçu,2021-05-16,1496,31
Ibitirama,2021-05-16,369,10
Iconha,2021-05-16,2371,18
Importados/Indefinidos,2021-05-16,3556,177
Irupi,2021-05-16,1331,35
Itaguaçu,2021-05-16,1485,17
Itapemirim,2021-05-16,3899,111
Itarana,2021-05-16,1318,20
Iúna,2021-05-16,2195,65
Jaguaré,2021-05-16,3115,43
Jerônimo Monteiro,2021-05-16,1060,35
João Neiva,2021-05-16,2426,46
Laranja da Terra,2021-05-16,605,9
Linhares,2021-05-16,23017,327
Mantenópolis,2021-05-16,783,41
Marataízes,2021-05-16,5824,156
Marechal Floriano,2021-05-16,2861,44
Marilândia,2021-05-16,1918,27
Mimoso do Sul,2021-05-16,2730,42
Montanha,2021-05-16,1373,52
Mucurici,2021-05-16,566,8
Muniz Freire,2021-05-16,2543,38
Muqui,2021-05-16,1773,48
Nova Venécia,2021-05-16,4764,108
Pancas,2021-05-16,2277,32
Pedro Canário,2021-05-16,1899,48
Pinheiros,2021-05-16,2801,69
Piúma,2021-05-16,2357,71
Ponto Belo,2021-05-16,536,13
Presidente Kennedy,2021-05-16,1836,46
Rio Bananal,2021-05-16,2048,27
Rio Novo do Sul,2021-05-16,1354,20
Santa Leopoldina,2021-05-16,954,23
Santa Maria de Jetibá,2021-05-16,4679,46
Santa Teresa,2021-05-16,3856,56
São Domingos do Norte,2021-05-16,1126,19
São Gabriel da Palha,2021-05-16,5661,68
São José do Calçado,2021-05-16,825,52
São Mateus,2021-05-16,10412,217
São Roque do Canaã,2021-05-16,1609,18
Serra,2021-05-16,58557,1221
Sooretama,2021-05-16,2712,41
Vargem Alta,2021-05-16,2103,42
Venda Nova do Imigrante,2021-05-16,3952,41
Viana,2021-05-16,7275,224
Vila Pavão,2021-05-16,970,16
Vila Valério,2021-05-16,2672,29
Vila Velha,2021-05-16,56729,1391
Vitória,2021-05-16,49694,1105
,2021-05-16,459032,10197
Abadia de Goiás,2021-05-16,1332,27
Abadiânia,2021-05-16,335,27
Acreúna,2021-05-16,1714,43
Adelândia,2021-05-16,151,4
Água Fria de Goiás,2021-05-16,204,9
Água Limpa,2021-05-16,120,2
Águas Lindas de Goiás,2021-05-16,6463,248
Alexânia,2021-05-16,2787,69
Aloândia,2021-05-16,218,6
Alto Horizonte,2021-05-16,680,8
Alto Paraíso de Goiás,2021-05-16,567,7
Alvorada do Norte,2021-05-16,631,3
Amaralina,2021-05-16,59,0
Americano do Brasil,2021-05-16,415,15
Amorinópolis,2021-05-16,170,4
Anápolis,2021-05-16,34081,1175
Anhanguera,2021-05-16,88,6
Anicuns,2021-05-16,2261,56
Aparecida de Goiânia,2021-05-16,62799,1196
Aparecida do Rio Doce,2021-05-16,184,3
Aporé,2021-05-16,325,9
Araçu,2021-05-16,379,15
Aragarças,2021-05-16,1915,47
Aragoiânia,2021-05-16,917,17
Araguapaz,2021-05-16,462,19
Arenópolis,2021-05-16,163,8
Aruanã,2021-05-16,450,10
Aurilândia,2021-05-16,171,6
Avelinópolis,2021-05-16,264,11
Baliza,2021-05-16,222,6
Barro Alto,2021-05-16,1219,14
Bela Vista de Goiás,2021-05-16,2157,56
Bom Jardim de Goiás,2021-05-16,623,14
Bom Jesus de Goiás,2021-05-16,2439,97
Bonfinópolis,2021-05-16,444,16
Bonópolis,2021-05-16,143,1
Brazabrantes,2021-05-16,382,3
Britânia,2021-05-16,473,4
Buriti Alegre,2021-05-16,823,28
Buriti de Goiás,2021-05-16,176,8
Buritinópolis,2021-05-16,158,2
Cabeceiras,2021-05-16,311,13
Cachoeira Alta,2021-05-16,1226,17
Cachoeira de Goiás,2021-05-16,56,2
Cachoeira Dourada,2021-05-16,384,17
Caçu,2021-05-16,1173,25
Caiapônia,2021-05-16,1000,33
Caldas Novas,2021-05-16,7382,186
Caldazinha,2021-05-16,225,4
Campestre de Goiás,2021-05-16,447,11
Campinaçu,2021-05-16,182,2
Campinorte,2021-05-16,1188,27
Campo Alegre de Goiás,2021-05-16,246,14
Campo Limpo de Goiás,2021-05-16,160,6
Campos Belos,2021-05-16,1138,16
Campos Verdes,2021-05-16,229,7
Carmo do Rio Verde,2021-05-16,596,22
Castelândia,2021-05-16,276,7
Catalão,2021-05-16,8303,285
Caturaí,2021-05-16,429,14
Cavalcante,2021-05-16,301,4
Ceres,2021-05-16,2374,64
Cezarina,2021-05-16,840,31
Chapadão do Céu,2021-05-16,1303,15
Cidade Ocidental,2021-05-16,5078,111
Cocalzinho de Goiás,2021-05-16,1312,28
Colinas do Sul,2021-05-16,247,2
Córrego do Ouro,2021-05-16,234,5
Corumbá de Goiás,2021-05-16,546,22
Corumbaíba,2021-05-16,882,26
Cristalina,2021-05-16,2590,76
Cristianópolis,2021-05-16,246,2
Crixás,2021-05-16,2006,57
Cromínia,2021-05-16,195,5
Cumari,2021-05-16,245,6
Damianópolis,2021-05-16,66,2
Damolândia,2021-05-16,195,13
Davinópolis,2021-05-16,90,6
Diorama,2021-05-16,95,5
Divinópolis de Goiás,2021-05-16,216,7
Doverlândia,2021-05-16,412,9
Edealina,2021-05-16,467,3
Edéia,2021-05-16,1224,22
Estrela do Norte,2021-05-16,221,2
Faina,2021-05-16,470,5
Fazenda Nova,2021-05-16,343,7
Firminópolis,2021-05-16,525,18
Flores de Goiás,2021-05-16,173,4
Formosa,2021-05-16,7975,192
Formoso,2021-05-16,439,13
Gameleira de Goiás,2021-05-16,312,4
Goianápolis,2021-05-16,976,24
Goiandira,2021-05-16,281,13
Goianésia,2021-05-16,8178,193
Goiânia,2021-05-16,141889,4668
Goianira,2021-05-16,2961,78
Goiás,2021-05-16,1016,41
Goiatuba,2021-05-16,4299,114
Gouvelândia,2021-05-16,343,8
Guapó,2021-05-16,1271,31
Guaraíta,2021-05-16,183,11
Guarani de Goiás,2021-05-16,186,0
Guarinos,2021-05-16,127,6
Heitoraí,2021-05-16,116,2
Hidrolândia,2021-05-16,2071,69
Hidrolina,2021-05-16,234,8
Iaciara,2021-05-16,558,7
Importados/Indefinidos,2021-05-16,0,0
Inaciolândia,2021-05-16,583,19
Indiara,2021-05-16,821,39
Inhumas,2021-05-16,6758,191
Ipameri,2021-05-16,1690,60
Ipiranga de Goiás,2021-05-16,133,8
Iporá,2021-05-16,2783,89
Israelândia,2021-05-16,151,4
Itaberaí,2021-05-16,2454,99
Itaguari,2021-05-16,669,12
Itaguaru,2021-05-16,387,15
Itajá,2021-05-16,187,6
Itapaci,2021-05-16,1763,46
Itapirapuã,2021-05-16,620,11
Itapuranga,2021-05-16,2922,55
Itarumã,2021-05-16,402,12
Itauçu,2021-05-16,835,22
Itumbiara,2021-05-16,8336,284
Ivolândia,2021-05-16,187,4
Jandaia,2021-05-16,692,17
Jaraguá,2021-05-16,4501,140
Jataí,2021-05-16,9052,265
Jaupaci,2021-05-16,66,2
Jesúpolis,2021-05-16,119,6
Joviânia,2021-05-16,949,17
Jussara,2021-05-16,1388,34
Lagoa Santa,2021-05-16,90,3
Leopoldo de Bulhões,2021-05-16,426,7
Luziânia,2021-05-16,19935,331
Mairipotaba,2021-05-16,173,4
Mambaí,2021-05-16,212,2
Mara Rosa,2021-05-16,283,17
Marzagão,2021-05-16,231,5
Matrinchã,2021-05-16,191,3
Maurilândia,2021-05-16,849,21
Mimoso de Goiás,2021-05-16,113,2
Minaçu,2021-05-16,1753,45
Mineiros,2021-05-16,9373,223
Moiporá,2021-05-16,52,1
Monte Alegre de Goiás,2021-05-16,153,4
Montes Claros de Goiás,2021-05-16,816,15
Montividiu,2021-05-16,1103,18
Montividiu do Norte,2021-05-16,234,3
Morrinhos,2021-05-16,5417,95
Morro Agudo de Goiás,2021-05-16,220,4
Mossâmedes,2021-05-16,165,3
Mozarlândia,2021-05-16,1630,18
Mundo Novo,2021-05-16,364,15
Mutunópolis,2021-05-16,272,14
Nazário,2021-05-16,736,18
Nerópolis,2021-05-16,1463,53
Niquelândia,2021-05-16,3023,53
Nova América,2021-05-16,256,1
Nova Aurora,2021-05-16,157,6
Nova Crixás,2021-05-16,993,12
Nova Glória,2021-05-16,801,14
Nova Iguaçu de Goiás,2021-05-16,170,5
Nova Roma,2021-05-16,128,0
Nova Veneza,2021-05-16,918,13
Novo Brasil,2021-05-16,305,5
Novo Gama,2021-05-16,3901,153
Novo Planalto,2021-05-16,286,3
Orizona,2021-05-16,558,14
Ouro Verde de Goiás,2021-05-16,246,7
Ouvidor,2021-05-16,629,24
Padre Bernardo,2021-05-16,1501,39
Palestina de Goiás,2021-05-16,168,3
Palmeiras de Goiás,2021-05-16,5020,66
Palmelo,2021-05-16,203,7
Palminópolis,2021-05-16,367,9
Panamá,2021-05-16,180,7
Paranaiguara,2021-05-16,326,22
Paraúna,2021-05-16,557,19
Perolândia,2021-05-16,128,2
Petrolina de Goiás,2021-05-16,824,15
Pilar de Goiás,2021-05-16,280,7
Piracanjuba,2021-05-16,1849,55
Piranhas,2021-05-16,922,49
Pirenópolis,2021-05-16,1418,34
Pires do Rio,2021-05-16,2440,90
Planaltina,2021-05-16,3354,165
Pontalina,2021-05-16,1414,33
Porangatu,2021-05-16,2052,107
Porteirão,2021-05-16,1532,11
Portelândia,2021-05-16,487,10
Posse,2021-05-16,1643,25
Professor Jamil,2021-05-16,216,9
Quirinópolis,2021-05-16,3120,117
Rialma,2021-05-16,1277,40
Rianápolis,2021-05-16,579,8
Rio Quente,2021-05-16,355,3
Rio Verde,2021-05-16,22890,570
Rubiataba,2021-05-16,2246,62
Sanclerlândia,2021-05-16,526,19
Santa Bárbara de Goiás,2021-05-16,642,13
Santa Cruz de Goiás,2021-05-16,122,2
Santa Fé de Goiás,2021-05-16,616,17
Santa Helena de Goiás,2021-05-16,4240,172
Santa Isabel,2021-05-16,398,11
Santa Rita do Araguaia,2021-05-16,356,6
Santa Rita do Novo Destino,2021-05-16,159,7
Santa Rosa de Goiás,2021-05-16,233,4
Santa Tereza de Goiás,2021-05-16,140,6
Santa Terezinha de Goiás,2021-05-16,733,22
Santo Antônio da Barra,2021-05-16,379,5
Santo Antônio de Goiás,2021-05-16,738,18
Santo Antônio do Descoberto,2021-05-16,2400,78
São Domingos,2021-05-16,151,3
São Francisco de Goiás,2021-05-16,345,9
São João d'Aliança,2021-05-16,596,22
São João da Paraúna,2021-05-16,75,2
São Luís de Montes Belos,2021-05-16,3351,104
São Luiz do Norte,2021-05-16,306,3
São Miguel do Araguaia,2021-05-16,1489,39
São Miguel do Passa Quatro,2021-05-16,177,3
São Patrício,2021-05-16,213,8
São Simão,2021-05-16,972,32
Senador Canedo,2021-05-16,13363,258
Serranópolis,2021-05-16,640,5
Silvânia,2021-05-16,1299,19
Simolândia,2021-05-16,332,3
Sítio d'Abadia,2021-05-16,27,0
Taquaral de Goiás,2021-05-16,189,6
Teresina de Goiás,2021-05-16,162,0
Terezópolis de Goiás,2021-05-16,812,18
Três Ranchos,2021-05-16,175,8
Trindade,2021-05-16,7999,354
Trombas,2021-05-16,375,6
Turvânia,2021-05-16,536,21
Turvelândia,2021-05-16,602,9
Uirapuru,2021-05-16,164,7
Uruaçu,2021-05-16,3406,84
Uruana,2021-05-16,839,24
Urutaí,2021-05-16,144,2
Valparaíso de Goiás,2021-05-16,11376,293
Varjão,2021-05-16,268,6
Vianópolis,2021-05-16,656,20
Vicentinópolis,2021-05-16,1109,21
Vila Boa,2021-05-16,151,4
Vila Propício,2021-05-16,323,4
,2021-05-16,579551,16098
Açailândia,2021-05-16,4847,177
Afonso Cunha,2021-05-16,162,2
Água Doce do Maranhão,2021-05-16,673,8
Alcântara,2021-05-16,263,14
Aldeias Altas,2021-05-16,975,13
Altamira do Maranhão,2021-05-16,299,8
Alto Alegre do Maranhão,2021-05-16,1050,24
Alto Alegre do Pindaré,2021-05-16,1773,43
Alto Parnaíba,2021-05-16,717,5
Amapá do Maranhão,2021-05-16,172,4
Amarante do Maranhão,2021-05-16,1526,54
Anajatuba,2021-05-16,789,19
Anapurus,2021-05-16,828,11
Apicum-Açu,2021-05-16,453,4
Araguanã,2021-05-16,754,5
Araioses,2021-05-16,636,12
Arame,2021-05-16,1131,35
Arari,2021-05-16,677,26
Axixá,2021-05-16,190,5
Bacabal,2021-05-16,4466,162
Bacabeira,2021-05-16,319,6
Bacuri,2021-05-16,432,4
Bacurituba,2021-05-16,112,1
Balsas,2021-05-16,8662,143
Barão de Grajaú,2021-05-16,337,2
Barra do Corda,2021-05-16,5211,52
Barreirinhas,2021-05-16,1871,34
Belágua,2021-05-16,199,15
Bela Vista do Maranhão,2021-05-16,321,3
Benedito Leite,2021-05-16,295,2
Bequimão,2021-05-16,275,17
Bernardo do Mearim,2021-05-16,268,6
Boa Vista do Gurupi,2021-05-16,15,4
Bom Jardim,2021-05-16,1260,42
Bom Jesus das Selvas,2021-05-16,2794,23
Bom Lugar,2021-05-16,444,7
Brejo,2021-05-16,836,19
Brejo de Areia,2021-05-16,281,8
Buriti,2021-05-16,751,7
Buriti Bravo,2021-05-16,1245,12
Buriticupu,2021-05-16,2974,39
Buritirana,2021-05-16,361,23
Cachoeira Grande,2021-05-16,221,6
Cajapió,2021-05-16,75,4
Cajari,2021-05-16,187,6
Campestre do Maranhão,2021-05-16,937,40
Cândido Mendes,2021-05-16,93,6
Cantanhede,2021-05-16,646,6
Capinzal do Norte,2021-05-16,612,6
Carolina,2021-05-16,652,17
Carutapera,2021-05-16,787,33
Caxias,2021-05-16,9312,190
Cedral,2021-05-16,192,3
Central do Maranhão,2021-05-16,44,2
Centro do Guilherme,2021-05-16,400,4
Centro Novo do Maranhão,2021-05-16,904,9
Chapadinha,2021-05-16,3620,88
Cidelândia,2021-05-16,497,4
Codó,2021-05-16,2611,168
Coelho Neto,2021-05-16,1609,45
Colinas,2021-05-16,2771,44
Conceição do Lago-Açu,2021-05-16,183,11
Coroatá,2021-05-16,2788,63
Cururupu,2021-05-16,1291,23
Davinópolis,2021-05-16,492,21
Dom Pedro,2021-05-16,1041,22
Duque Bacelar,2021-05-16,691,10
Esperantinópolis,2021-05-16,847,21
Estreito,2021-05-16,3308,44
Feira Nova do Maranhão,2021-05-16,1396,9
Fernando Falcão,2021-05-16,840,1
Formosa da Serra Negra,2021-05-16,1137,2
Fortaleza dos Nogueiras,2021-05-16,1041,14
Fortuna,2021-05-16,1364,5
Godofredo Viana,2021-05-16,115,4
Gonçalves Dias,2021-05-16,886,18
Governador Archer,2021-05-16,384,5
Governador Edison Lobão,2021-05-16,589,27
Governador Eugênio Barros,2021-05-16,571,8
Governador Luiz Rocha,2021-05-16,218,1
Governador Newton Bello,2021-05-16,689,7
Governador Nunes Freire,2021-05-16,796,9
Graça Aranha,2021-05-16,124,3
Grajaú,2021-05-16,4367,97
Guimarães,2021-05-16,365,7
Humberto de Campos,2021-05-16,1422,10
Icatu,2021-05-16,227,10
Igarapé do Meio,2021-05-16,633,26
Igarapé Grande,2021-05-16,1452,13
Imperatriz,2021-05-16,15136,722
Itaipava do Grajaú,2021-05-16,704,9
Itapecuru Mirim,2021-05-16,2290,54
Itinga do Maranhão,2021-05-16,729,23
Jatobá,2021-05-16,91,5
Jenipapo dos Vieiras,2021-05-16,1093,19
João Lisboa,2021-05-16,655,43
Joselândia,2021-05-16,534,2
Junco do Maranhão,2021-05-16,297,2
Lagoa do Mato,2021-05-16,587,13
Lagoa Grande do Maranhão,2021-05-16,560,14
Lago da Pedra,2021-05-16,1437,8
Lago do Junco,2021-05-16,243,10
Lago dos Rodrigues,2021-05-16,2295,63
Lago Verde,2021-05-16,497,4
Lajeado Novo,2021-05-16,361,12
Lima Campos,2021-05-16,993,9
Loreto,2021-05-16,624,4
Luís Domingues,2021-05-16,464,1
Magalhães de Almeida,2021-05-16,499,7
Maracaçumé,2021-05-16,541,6
Marajá do Sena,2021-05-16,231,4
Maranhãozinho,2021-05-16,560,8
Mata Roma,2021-05-16,350,11
Matinha,2021-05-16,367,7
Matões,2021-05-16,946,12
Matões do Norte,2021-05-16,238,4
Milagres do Maranhão,2021-05-16,239,1
Mirador,2021-05-16,891,7
Miranda do Norte,2021-05-16,869,21
Mirinzal,2021-05-16,248,16
Monção,2021-05-16,1560,26
Montes Altos,2021-05-16,741,9
Morros,2021-05-16,261,10
Nina Rodrigues,2021-05-16,595,14
Nova Colinas,2021-05-16,326,5
Nova Iorque,2021-05-16,90,1
Nova Olinda do Maranhão,2021-05-16,466,10
Olho d'Água das Cunhãs,2021-05-16,762,21
Olinda Nova do Maranhão,2021-05-16,498,10
Paço do Lumiar,2021-05-16,807,147
Palmeirândia,2021-05-16,92,9
Paraibano,2021-05-16,915,25
Parnarama,2021-05-16,990,14
Passagem Franca,2021-05-16,1278,28
Pastos Bons,2021-05-16,705,11
Paulino Neves,2021-05-16,194,3
Paulo Ramos,2021-05-16,1051,30
Pedreiras,2021-05-16,3142,52
Pedro do Rosário,2021-05-16,110,7
Penalva,2021-05-16,468,9
Peri Mirim,2021-05-16,233,4
Peritoró,2021-05-16,728,9
Pindaré-Mirim,2021-05-16,1069,26
Pinheiro,2021-05-16,2778,82
Pio XII,2021-05-16,1603,23
Pirapemas,2021-05-16,489,9
Poção de Pedras,2021-05-16,1612,15
Porto Franco,2021-05-16,1531,47
Porto Rico do Maranhão,2021-05-16,231,6
Presidente Dutra,2021-05-16,1967,14
Presidente Juscelino,2021-05-16,52,1
Presidente Médici,2021-05-16,333,2
Presidente Sarney,2021-05-16,203,12
Presidente Vargas,2021-05-16,221,4
Primeira Cruz,2021-05-16,82,2
Raposa,2021-05-16,1218,27
Riachão,2021-05-16,1697,25
Ribamar Fiquene,2021-05-16,359,16
Rosário,2021-05-16,471,21
Sambaíba,2021-05-16,335,3
Santa Filomena do Maranhão,2021-05-16,50,0
Santa Helena,2021-05-16,1988,19
Santa Inês,2021-05-16,6994,159
Santa Luzia,2021-05-16,4415,72
Santa Luzia do Paruá,2021-05-16,861,9
Santana do Maranhão,2021-05-16,667,22
Santa Quitéria do Maranhão,2021-05-16,200,6
Santa Rita,2021-05-16,499,17
Santo Amaro do Maranhão,2021-05-16,210,7
Santo Antônio dos Lopes,2021-05-16,1288,19
São Benedito do Rio Preto,2021-05-16,1363,13
São Bento,2021-05-16,799,20
São Bernardo,2021-05-16,972,17
São Domingos do Azeitão,2021-05-16,202,4
São Domingos do Maranhão,2021-05-16,1998,14
São Félix de Balsas,2021-05-16,247,1
São Francisco do Brejão,2021-05-16,474,1
São Francisco do Maranhão,2021-05-16,392,18
São João Batista,2021-05-16,192,12
São João do Carú,2021-05-16,500,8
São João do Paraíso,2021-05-16,250,11
São João do Soter,2021-05-16,984,6
São João dos Patos,2021-05-16,1944,22
São José de Ribamar,2021-05-16,2012,253
São José dos Basílios,2021-05-16,572,3
São Luís,2021-05-16,39140,2010
São Luís Gonzaga do Maranhão,2021-05-16,1117,17
São Mateus do Maranhão,2021-05-16,1914,37
São Pedro da Água Branca,2021-05-16,558,4
São Pedro dos Crentes,2021-05-16,356,2
São Raimundo das Mangabeiras,2021-05-16,1921,18
São Raimundo do Doca Bezerra,2021-05-16,100,2
São Roberto,2021-05-16,363,5
São Vicente Ferrer,2021-05-16,219,2
Satubinha,2021-05-16,290,3
Senador Alexandre Costa,2021-05-16,463,1
Senador La Rocque,2021-05-16,297,22
Serrano do Maranhão,2021-05-16,206,3
Sítio Novo,2021-05-16,1670,23
Sucupira do Norte,2021-05-16,197,5
Sucupira do Riachão,2021-05-16,205,2
Tasso Fragoso,2021-05-16,832,7
Timbiras,2021-05-16,505,23
Timon,2021-05-16,5953,294
Trizidela do Vale,2021-05-16,1138,22
Tufilândia,2021-05-16,223,5
Tuntum,2021-05-16,1771,12
Turiaçu,2021-05-16,259,4
Turilândia,2021-05-16,616,8
Tutóia,2021-05-16,1233,31
Urbano Santos,2021-05-16,1718,19
Vargem Grande,2021-05-16,1148,29
Viana,2021-05-16,320,30
Vila Nova dos Martírios,2021-05-16,527,3
Vitória do Mearim,2021-05-16,1381,23
Vitorino Freire,2021-05-16,2089,52
Zé Doca,2021-05-16,5021,67
,2021-05-16,278726,7700
,2021-05-16,1463543,37508
,2021-05-16,266139,6230
Acorizal,2021-05-16,466,18
Água Boa,2021-05-16,2124,53
Alta Floresta,2021-05-16,7355,110
Alto Araguaia,2021-05-16,1033,22
Alto Boa Vista,2021-05-16,639,12
Alto Garças,2021-05-16,685,25
Alto Paraguai,2021-05-16,761,25
Alto Taquari,2021-05-16,1338,26
Apiacás,2021-05-16,1469,14
Araguaiana,2021-05-16,176,4
Araguainha,2021-05-16,22,0
Araputanga,2021-05-16,1677,43
Arenápolis,2021-05-16,1302,22
Aripuanã,2021-05-16,2209,40
Barão de Melgaço,2021-05-16,318,13
Barra do Bugres,2021-05-16,2338,55
Barra do Garças,2021-05-16,6495,227
Bom Jesus do Araguaia,2021-05-16,880,14
Brasnorte,2021-05-16,1758,30
Cáceres,2021-05-16,8088,304
Campinápolis,2021-05-16,946,24
Campo Novo do Parecis,2021-05-16,5485,64
Campos de Júlio,2021-05-16,930,8
Campo Verde,2021-05-16,4964,102
Canabrava do Norte,2021-05-16,293,3
Canarana,2021-05-16,2414,42
Carlinda,2021-05-16,1461,28
Castanheira,2021-05-16,467,20
Chapada dos Guimarães,2021-05-16,1492,72
Cláudia,2021-05-16,1320,28
Cocalinho,2021-05-16,448,9
Colíder,2021-05-16,4583,100
Colniza,2021-05-16,1488,58
Comodoro,2021-05-16,1402,21
Confresa,2021-05-16,2680,69
Conquista D'Oeste,2021-05-16,394,10
Cotriguaçu,2021-05-16,880,32
