city,date,confirmed,deaths 
Muaná,2021-05-16,608,25
Nova Esperança do Piriá,2021-05-16,1341,8
Nova Ipixuna,2021-05-16,976,19
Nova Timboteua,2021-05-16,910,14
Novo Progresso,2021-05-16,2275,52
Novo Repartimento,2021-05-16,1358,82
Óbidos,2021-05-16,5990,110
Oeiras do Pará,2021-05-16,1360,41
Oriximiná,2021-05-16,7531,121
Ourém,2021-05-16,381,7
Ourilândia do Norte,2021-05-16,4415,27
Pacajá,2021-05-16,1834,26
Palestina do Pará,2021-05-16,564,5
Paragominas,2021-05-16,7269,186
Parauapebas,2021-05-16,46067,373
Pau D'Arco,2021-05-16,628,6
Peixe-Boi,2021-05-16,307,3
Piçarra,2021-05-16,593,7
Placas,2021-05-16,1466,26
Ponta de Pedras,2021-05-16,2550,26
Portel,2021-05-16,2646,74
Porto de Moz,2021-05-16,1294,29
Prainha,2021-05-16,1680,65
Primavera,2021-05-16,616,18
Quatipuru,2021-05-16,700,16
Redenção,2021-05-16,11425,174
Rio Maria,2021-05-16,2050,21
Rondon do Pará,2021-05-16,1290,71
Rurópolis,2021-05-16,3633,57
Salinópolis,2021-05-16,1086,84
Salvaterra,2021-05-16,1023,26
Santa Bárbara do Pará,2021-05-16,1117,22
Santa Cruz do Arari,2021-05-16,173,10
Santa Izabel do Pará,2021-05-16,1892,82
Santa Luzia do Pará,2021-05-16,1244,19
Santa Maria das Barreiras,2021-05-16,720,3
Santa Maria do Pará,2021-05-16,1422,23
Santana do Araguaia,2021-05-16,2638,24
Santarém,2021-05-16,17378,856
Santarém Novo,2021-05-16,334,6
Santo Antônio do Tauá,2021-05-16,1764,49
São Caetano de Odivelas,2021-05-16,1133,31
São Domingos do Araguaia,2021-05-16,2045,38
São Domingos do Capim,2021-05-16,688,25
São Félix do Xingu,2021-05-16,4051,35
São Francisco do Pará,2021-05-16,726,24
São Geraldo do Araguaia,2021-05-16,844,29
São João da Ponta,2021-05-16,68,7
São João de Pirabas,2021-05-16,311,35
São João do Araguaia,2021-05-16,63,9
São Miguel do Guamá,2021-05-16,2942,52
São Sebastião da Boa Vista,2021-05-16,588,21
Sapucaia,2021-05-16,401,5
Senador José Porfírio,2021-05-16,689,17
Soure,2021-05-16,565,16
Tailândia,2021-05-16,4912,97
Terra Alta,2021-05-16,572,20
Terra Santa,2021-05-16,1303,51
Tomé-Açu,2021-05-16,1651,57
Tracuateua,2021-05-16,667,18
Trairão,2021-05-16,1221,21
Tucumã,2021-05-16,4559,52
Tucuruí,2021-05-16,5614,210
Ulianópolis,2021-05-16,2418,23
Uruará,2021-05-16,1894,37
Vigia,2021-05-16,2601,81
Viseu,2021-05-16,1465,31
Vitória do Xingu,2021-05-16,1747,23
Xinguara,2021-05-16,4348,35
,2021-05-16,499176,13961
Água Branca,2021-05-16,741,10
Aguiar,2021-05-16,291,3
Alagoa Grande,2021-05-16,2877,52
Alagoa Nova,2021-05-16,777,16
Alagoinha,2021-05-16,1567,23
Alcantil,2021-05-16,342,6
Algodão de Jandaíra,2021-05-16,123,1
Alhandra,2021-05-16,1695,29
Amparo,2021-05-16,158,4
Aparecida,2021-05-16,693,11
Araçagi,2021-05-16,1019,13
Arara,2021-05-16,731,20
Araruna,2021-05-16,597,16
Areia,2021-05-16,1092,22
Areia de Baraúnas,2021-05-16,98,3
Areial,2021-05-16,263,7
Aroeiras,2021-05-16,875,7
Assunção,2021-05-16,283,2
Baía da Traição,2021-05-16,1205,11
Bananeiras,2021-05-16,968,18
Baraúna,2021-05-16,288,4
Barra de Santana,2021-05-16,349,5
Barra de Santa Rosa,2021-05-16,846,5
Barra de São Miguel,2021-05-16,398,6
Bayeux,2021-05-16,6109,216
Belém,2021-05-16,1862,31
Belém do Brejo do Cruz,2021-05-16,487,5
Bernardino Batista,2021-05-16,232,0
Boa Ventura,2021-05-16,291,5
Boa Vista,2021-05-16,549,9
Bom Jesus,2021-05-16,121,3
Bom Sucesso,2021-05-16,203,2
Bonito de Santa Fé,2021-05-16,414,11
Boqueirão,2021-05-16,1320,23
Borborema,2021-05-16,346,11
Brejo do Cruz,2021-05-16,1239,20
Brejo dos Santos,2021-05-16,374,4
Caaporã,2021-05-16,1678,28
Cabaceiras,2021-05-16,313,2
Cabedelo,2021-05-16,7719,172
Cachoeira dos Índios,2021-05-16,624,14
Cacimba de Areia,2021-05-16,31,3
Cacimba de Dentro,2021-05-16,905,24
Cacimbas,2021-05-16,196,6
Caiçara,2021-05-16,639,14
Cajazeiras,2021-05-16,6963,119
Cajazeirinhas,2021-05-16,116,0
Caldas Brandão,2021-05-16,467,7
Camalaú,2021-05-16,379,5
Campina Grande,2021-05-16,27737,834
Capim,2021-05-16,201,9
Caraúbas,2021-05-16,194,6
Carrapateira,2021-05-16,417,5
Casserengue,2021-05-16,775,16
Catingueira,2021-05-16,170,6
Catolé do Rocha,2021-05-16,3216,47
Caturité,2021-05-16,209,4
Conceição,2021-05-16,846,17
Condado,2021-05-16,408,9
Conde,2021-05-16,2092,38
Congo,2021-05-16,309,9
Coremas,2021-05-16,1324,24
Coxixola,2021-05-16,101,3
Cruz do Espírito Santo,2021-05-16,886,26
Cubati,2021-05-16,325,8
Cuité,2021-05-16,1516,20
Cuité de Mamanguape,2021-05-16,271,12
Cuitegi,2021-05-16,711,22
Curral de Cima,2021-05-16,270,2
Curral Velho,2021-05-16,229,0
Damião,2021-05-16,428,3
Desterro,2021-05-16,357,5
Diamante,2021-05-16,444,8
Dona Inês,2021-05-16,343,9
Duas Estradas,2021-05-16,341,14
Emas,2021-05-16,121,4
Esperança,2021-05-16,3212,61
Fagundes,2021-05-16,231,9
Frei Martinho,2021-05-16,233,3
Gado Bravo,2021-05-16,369,6
Guarabira,2021-05-16,7462,115
Gurinhém,2021-05-16,734,15
Gurjão,2021-05-16,146,5
Ibiara,2021-05-16,507,3
Igaracy,2021-05-16,130,5
Imaculada,2021-05-16,285,9
Importados/Indefinidos,2021-05-16,0,0
Ingá,2021-05-16,2479,34
Itabaiana,2021-05-16,2573,68
Itaporanga,2021-05-16,1949,24
Itapororoca,2021-05-16,1568,16
Itatuba,2021-05-16,745,15
Jacaraú,2021-05-16,793,26
Jericó,2021-05-16,509,9
João Pessoa,2021-05-16,82407,2503
Joca Claudino,2021-05-16,77,2
Juarez Távora,2021-05-16,759,11
Juazeirinho,2021-05-16,561,13
Junco do Seridó,2021-05-16,260,7
Juripiranga,2021-05-16,1173,24
Juru,2021-05-16,614,12
Lagoa,2021-05-16,117,1
Lagoa de Dentro,2021-05-16,637,4
Lagoa Seca,2021-05-16,1846,36
Lastro,2021-05-16,310,3
Livramento,2021-05-16,510,3
Logradouro,2021-05-16,318,9
Lucena,2021-05-16,874,16
Mãe d'Água,2021-05-16,231,5
Malta,2021-05-16,301,8
Mamanguape,2021-05-16,4111,63
Manaíra,2021-05-16,268,6
Marcação,2021-05-16,819,10
Mari,2021-05-16,1712,28
Marizópolis,2021-05-16,246,9
Massaranduba,2021-05-16,910,22
Mataraca,2021-05-16,388,12
Matinhas,2021-05-16,120,4
Mato Grosso,2021-05-16,49,1
Maturéia,2021-05-16,248,7
Mogeiro,2021-05-16,814,14
Montadas,2021-05-16,188,2
Monte Horebe,2021-05-16,220,0
Monteiro,2021-05-16,2958,39
Mulungu,2021-05-16,687,17
Natuba,2021-05-16,244,4
Nazarezinho,2021-05-16,385,6
Nova Floresta,2021-05-16,876,16
Nova Olinda,2021-05-16,296,7
Nova Palmeira,2021-05-16,439,3
Olho d'Água,2021-05-16,313,6
Olivedos,2021-05-16,274,3
Ouro Velho,2021-05-16,95,2
Parari,2021-05-16,145,1
Passagem,2021-05-16,115,1
Patos,2021-05-16,10799,190
Paulista,2021-05-16,898,8
Pedra Branca,2021-05-16,321,2
Pedra Lavrada,2021-05-16,175,1
Pedras de Fogo,2021-05-16,2081,47
Pedro Régis,2021-05-16,207,6
Piancó,2021-05-16,1294,21
Picuí,2021-05-16,1341,23
Pilar,2021-05-16,899,21
Pilões,2021-05-16,168,3
Pilõezinhos,2021-05-16,564,9
Pirpirituba,2021-05-16,641,13
Pitimbu,2021-05-16,1390,15
Pocinhos,2021-05-16,769,16
Poço Dantas,2021-05-16,101,4
Poço de José de Moura,2021-05-16,159,2
Pombal,2021-05-16,3929,56
Prata,2021-05-16,100,4
Princesa Isabel,2021-05-16,1656,46
Puxinanã,2021-05-16,506,5
Queimadas,2021-05-16,2836,51
Quixaba,2021-05-16,73,2
Remígio,2021-05-16,978,22
Riachão,2021-05-16,113,4
Riachão do Bacamarte,2021-05-16,356,0
Riachão do Poço,2021-05-16,180,3
Riacho de Santo Antônio,2021-05-16,69,2
Riacho dos Cavalos,2021-05-16,500,12
Rio Tinto,2021-05-16,2158,47
Salgadinho,2021-05-16,129,1
Salgado de São Félix,2021-05-16,617,12
Santa Cecília,2021-05-16,206,2
Santa Cruz,2021-05-16,268,6
Santa Helena,2021-05-16,310,5
Santa Inês,2021-05-16,125,5
Santa Luzia,2021-05-16,1506,22
Santana de Mangueira,2021-05-16,263,1
Santana dos Garrotes,2021-05-16,361,8
Santa Rita,2021-05-16,7374,282
Santa Teresinha,2021-05-16,170,11
Santo André,2021-05-16,267,2
São Bentinho,2021-05-16,273,3
São Bento,2021-05-16,5019,57
São Domingos,2021-05-16,110,0
São Domingos do Cariri,2021-05-16,92,3
São Francisco,2021-05-16,111,2
São João do Cariri,2021-05-16,284,1
São João do Rio do Peixe,2021-05-16,884,21
São João do Tigre,2021-05-16,156,4
São José da Lagoa Tapada,2021-05-16,485,3
São José de Caiana,2021-05-16,288,4
São José de Espinharas,2021-05-16,314,5
São José de Piranhas,2021-05-16,1873,41
São José de Princesa,2021-05-16,155,1
São José do Bonfim,2021-05-16,110,5
São José do Brejo do Cruz,2021-05-16,165,1
São José do Sabugi,2021-05-16,580,3
São José dos Cordeiros,2021-05-16,90,5
São José dos Ramos,2021-05-16,392,5
São Mamede,2021-05-16,556,28
São Miguel de Taipu,2021-05-16,348,8
São Sebastião de Lagoa de Roça,2021-05-16,647,14
São Sebastião do Umbuzeiro,2021-05-16,162,3
São Vicente do Seridó,2021-05-16,277,3
Sapé,2021-05-16,2240,95
Serra Branca,2021-05-16,665,26
Serra da Raiz,2021-05-16,409,4
Serra Grande,2021-05-16,179,4
Serra Redonda,2021-05-16,426,6
Serraria,2021-05-16,534,11
Sertãozinho,2021-05-16,544,6
Sobrado,2021-05-16,428,9
Solânea,2021-05-16,3032,43
Soledade,2021-05-16,817,12
Sossêgo,2021-05-16,181,1
Sousa,2021-05-16,6142,93
Sumé,2021-05-16,2100,31
Tacima,2021-05-16,253,7
Taperoá,2021-05-16,520,14
Tavares,2021-05-16,778,12
Teixeira,2021-05-16,599,32
Tenório,2021-05-16,82,2
Triunfo,2021-05-16,412,7
Uiraúna,2021-05-16,484,23
Umbuzeiro,2021-05-16,297,9
Várzea,2021-05-16,90,1
Vieirópolis,2021-05-16,97,2
Vista Serrana,2021-05-16,115,5
Zabelê,2021-05-16,126,1
,2021-05-16,309712,7219
Abreu e Lima,2021-05-16,2545,191
Afogados da Ingazeira,2021-05-16,3873,58
Afrânio,2021-05-16,766,13
Agrestina,2021-05-16,1323,49
Água Preta,2021-05-16,1345,56
Águas Belas,2021-05-16,1372,28
Alagoinha,2021-05-16,665,18
Aliança,2021-05-16,563,46
Altinho,2021-05-16,902,19
Amaraji,2021-05-16,445,28
Angelim,2021-05-16,165,6
Araçoiaba,2021-05-16,497,25
Araripina,2021-05-16,5715,120
Arcoverde,2021-05-16,5021,105
Barra de Guabiraba,2021-05-16,345,14
Barreiros,2021-05-16,729,51
Belém de Maria,2021-05-16,199,6
Belém do São Francisco,2021-05-16,576,9
Belo Jardim,2021-05-16,2832,87
Betânia,2021-05-16,403,10
Bezerros,2021-05-16,3312,98
Bodocó,2021-05-16,1644,25
Bom Conselho,2021-05-16,1392,46
Bom Jardim,2021-05-16,1130,52
Bonito,2021-05-16,661,34
Brejão,2021-05-16,192,5
Brejinho,2021-05-16,600,17
Brejo da Madre de Deus,2021-05-16,1803,47
Buenos Aires,2021-05-16,226,19
Buíque,2021-05-16,1848,38
Cabo de Santo Agostinho,2021-05-16,5165,416
Cabrobó,2021-05-16,1757,22
Cachoeirinha,2021-05-16,428,23
Caetés,2021-05-16,1176,17
Calçado,2021-05-16,387,2
Calumbi,2021-05-16,452,3
Camaragibe,2021-05-16,4687,336
Camocim de São Félix,2021-05-16,438,13
Camutanga,2021-05-16,716,23
Canhotinho,2021-05-16,527,26
Capoeiras,2021-05-16,1082,19
Carnaíba,2021-05-16,1626,30
Carnaubeira da Penha,2021-05-16,142,3
Carpina,2021-05-16,3095,114
Caruaru,2021-05-16,24530,556
Casinhas,2021-05-16,236,9
Catende,2021-05-16,950,46
Cedro,2021-05-16,1406,14
Chã de Alegria,2021-05-16,398,19
Chã Grande,2021-05-16,372,20
Condado,2021-05-16,1258,33
Correntes,2021-05-16,218,5
Cortês,2021-05-16,225,15
Cumaru,2021-05-16,284,14
Cupira,2021-05-16,1452,38
Custódia,2021-05-16,628,45
Dormentes,2021-05-16,1064,7
Escada,2021-05-16,765,83
Exu,2021-05-16,3051,37
Feira Nova,2021-05-16,1099,36
Fernando de Noronha,2021-05-16,274,2
Ferreiros,2021-05-16,685,12
Flores,2021-05-16,838,29
Floresta,2021-05-16,1505,17
Frei Miguelinho,2021-05-16,729,18
Gameleira,2021-05-16,391,30
Garanhuns,2021-05-16,10078,179
Glória do Goitá,2021-05-16,929,38
Goiana,2021-05-16,5319,130
Granito,2021-05-16,261,3
Gravatá,2021-05-16,3074,117
Iati,2021-05-16,570,11
Ibimirim,2021-05-16,676,23
Ibirajuba,2021-05-16,186,7
Igarassu,2021-05-16,2659,192
Iguaracy,2021-05-16,620,24
Ilha de Itamaracá,2021-05-16,776,22
Importados/Indefinidos,2021-05-16,0,0
Inajá,2021-05-16,347,5
Ingazeira,2021-05-16,262,4
Ipojuca,2021-05-16,2682,140
Ipubi,2021-05-16,878,49
Itacuruba,2021-05-16,175,4
Itaíba,2021-05-16,624,10
Itambé,2021-05-16,1259,46
Itapetim,2021-05-16,970,23
Itapissuma,2021-05-16,737,39
Itaquitinga,2021-05-16,486,28
Jaboatão dos Guararapes,2021-05-16,27006,1379
Jaqueira,2021-05-16,298,12
Jataúba,2021-05-16,770,13
Jatobá,2021-05-16,519,7
João Alfredo,2021-05-16,494,33
Joaquim Nabuco,2021-05-16,354,22
Jucati,2021-05-16,510,7
Jupi,2021-05-16,838,17
Jurema,2021-05-16,405,18
Lagoa de Itaenga,2021-05-16,753,21
Lagoa do Carro,2021-05-16,700,21
Lagoa do Ouro,2021-05-16,333,8
Lagoa dos Gatos,2021-05-16,486,9
Lagoa Grande,2021-05-16,1224,22
Lajedo,2021-05-16,1534,52
Limoeiro,2021-05-16,2000,85
Macaparana,2021-05-16,1009,25
Machados,2021-05-16,565,11
Manari,2021-05-16,214,5
Maraial,2021-05-16,318,10
Mirandiba,2021-05-16,743,17
Moreilândia,2021-05-16,392,4
Moreno,2021-05-16,1371,89
Nazaré da Mata,2021-05-16,908,63
Olinda,2021-05-16,18681,812
Orobó,2021-05-16,687,18
Orocó,2021-05-16,481,10
Ouricuri,2021-05-16,2147,71
Palmares,2021-05-16,3364,99
Palmeirina,2021-05-16,141,5
Panelas,2021-05-16,659,24
Paranatama,2021-05-16,439,14
Parnamirim,2021-05-16,1076,30
Passira,2021-05-16,1141,45
Paudalho,2021-05-16,2284,91
Paulista,2021-05-16,8922,665
Pedra,2021-05-16,775,16
Pesqueira,2021-05-16,3554,88
Petrolândia,2021-05-16,1219,27
Petrolina,2021-05-16,24139,371
Poção,2021-05-16,459,13
Pombos,2021-05-16,1443,36
Primavera,2021-05-16,240,18
Quipapá,2021-05-16,554,9
Quixaba,2021-05-16,374,11
Recife,2021-05-16,112780,4046
Riacho das Almas,2021-05-16,868,18
Ribeirão,2021-05-16,403,64
Rio Formoso,2021-05-16,689,33
Sairé,2021-05-16,323,5
Salgadinho,2021-05-16,181,3
Salgueiro,2021-05-16,6259,99
Saloá,2021-05-16,539,18
Sanharó,2021-05-16,972,23
Santa Cruz,2021-05-16,654,9
Santa Cruz da Baixa Verde,2021-05-16,482,12
Santa Cruz do Capibaribe,2021-05-16,6356,119
Santa Filomena,2021-05-16,412,9
Santa Maria da Boa Vista,2021-05-16,818,10
Santa Maria do Cambucá,2021-05-16,529,14
Santa Terezinha,2021-05-16,797,24
São Benedito do Sul,2021-05-16,277,11
São Bento do Una,2021-05-16,2016,58
São Caitano,2021-05-16,1307,43
São João,2021-05-16,688,17
São Joaquim do Monte,2021-05-16,574,23
São José da Coroa Grande,2021-05-16,1362,36
São José do Belmonte,2021-05-16,1937,40
São José do Egito,2021-05-16,1993,42
São Lourenço da Mata,2021-05-16,3445,198
São Vicente Férrer,2021-05-16,1256,22
Serra Talhada,2021-05-16,8601,138
Serrita,2021-05-16,949,19
Sertânia,2021-05-16,2193,33
Sirinhaém,2021-05-16,715,36
Solidão,2021-05-16,485,2
Surubim,2021-05-16,2797,62
Tabira,2021-05-16,2225,34
Tacaimbó,2021-05-16,432,9
Tacaratu,2021-05-16,730,22
Tamandaré,2021-05-16,521,26
Taquaritinga do Norte,2021-05-16,553,19
Terezinha,2021-05-16,327,6
Terra Nova,2021-05-16,782,9
Timbaúba,2021-05-16,2859,92
Toritama,2021-05-16,1268,31
Tracunhaém,2021-05-16,156,20
Trindade,2021-05-16,1552,46
Triunfo,2021-05-16,772,17
Tupanatinga,2021-05-16,756,8
Tuparetama,2021-05-16,354,20
Venturosa,2021-05-16,936,23
Verdejante,2021-05-16,363,7
Vertente do Lério,2021-05-16,297,2
Vertentes,2021-05-16,674,10
Vicência,2021-05-16,637,29
Vitória de Santo Antão,2021-05-16,4885,241
Xexéu,2021-05-16,411,23
,2021-05-16,442363,14949
Acauã,2021-05-16,179,1
Agricolândia,2021-05-16,398,4
Água Branca,2021-05-16,1367,60
Alagoinha do Piauí,2021-05-16,288,10
Alegrete do Piauí,2021-05-16,474,5
Alto Longá,2021-05-16,574,13
Altos,2021-05-16,3932,80
Alvorada do Gurguéia,2021-05-16,293,9
Amarante,2021-05-16,1366,31
Angical do Piauí,2021-05-16,596,8
Anísio de Abreu,2021-05-16,284,9
Antônio Almeida,2021-05-16,403,10
Aroazes,2021-05-16,538,12
Aroeiras do Itaim,2021-05-16,101,2
Arraial,2021-05-16,140,2
Assunção do Piauí,2021-05-16,301,6
Avelino Lopes,2021-05-16,329,19
Baixa Grande do Ribeiro,2021-05-16,1988,20
Barra D'Alcântara,2021-05-16,105,3
Barras,2021-05-16,4291,84
Barreiras do Piauí,2021-05-16,64,1
Barro Duro,2021-05-16,660,9
Batalha,2021-05-16,907,30
Bela Vista do Piauí,2021-05-16,233,6
Belém do Piauí,2021-05-16,436,7
Beneditinos,2021-05-16,993,34
Bertolínia,2021-05-16,802,10
Betânia do Piauí,2021-05-16,157,2
Boa Hora,2021-05-16,488,5
Bocaina,2021-05-16,235,3
Bom Jesus,2021-05-16,2934,29
Bom Princípio do Piauí,2021-05-16,118,11
Bonfim do Piauí,2021-05-16,295,6
Boqueirão do Piauí,2021-05-16,514,9
Brasileira,2021-05-16,486,9
Brejo do Piauí,2021-05-16,62,3
Buriti dos Lopes,2021-05-16,1198,26
Buriti dos Montes,2021-05-16,552,7
Cabeceiras do Piauí,2021-05-16,468,10
Cajazeiras do Piauí,2021-05-16,47,1
Cajueiro da Praia,2021-05-16,471,18
Caldeirão Grande do Piauí,2021-05-16,289,2
Campinas do Piauí,2021-05-16,166,1
Campo Alegre do Fidalgo,2021-05-16,101,1
Campo Grande do Piauí,2021-05-16,448,4
Campo Largo do Piauí,2021-05-16,463,6
Campo Maior,2021-05-16,4900,124
Canavieira,2021-05-16,143,6
Canto do Buriti,2021-05-16,877,30
Capitão de Campos,2021-05-16,737,25
Capitão Gervásio Oliveira,2021-05-16,61,7
Caracol,2021-05-16,305,11
Caraúbas do Piauí,2021-05-16,186,9
Caridade do Piauí,2021-05-16,529,5
Castelo do Piauí,2021-05-16,994,23
Caxingó,2021-05-16,140,1
Cocal,2021-05-16,1054,29
Cocal de Telha,2021-05-16,375,10
Cocal dos Alves,2021-05-16,256,6
Coivaras,2021-05-16,239,5
Colônia do Gurguéia,2021-05-16,462,9
Colônia do Piauí,2021-05-16,310,4
Conceição do Canindé,2021-05-16,306,7
Coronel José Dias,2021-05-16,97,4
Corrente,2021-05-16,1414,19
Cristalândia do Piauí,2021-05-16,46,2
Cristino Castro,2021-05-16,507,10
Curimatá,2021-05-16,645,13
Currais,2021-05-16,259,2
Curralinhos,2021-05-16,297,1
Curral Novo do Piauí,2021-05-16,260,2
Demerval Lobão,2021-05-16,2872,23
Dirceu Arcoverde,2021-05-16,203,7
Dom Expedito Lopes,2021-05-16,269,11
Domingos Mourão,2021-05-16,196,3
Dom Inocêncio,2021-05-16,189,4
Elesbão Veloso,2021-05-16,655,23
Eliseu Martins,2021-05-16,277,13
Esperantina,2021-05-16,2461,76
Fartura do Piauí,2021-05-16,179,3
Flores do Piauí,2021-05-16,145,3
Floresta do Piauí,2021-05-16,98,4
Floriano,2021-05-16,7145,124
Francinópolis,2021-05-16,64,1
Francisco Ayres,2021-05-16,172,5
Francisco Macedo,2021-05-16,406,4
Francisco Santos,2021-05-16,316,3
Fronteiras,2021-05-16,591,8
Geminiano,2021-05-16,266,2
Gilbués,2021-05-16,420,4
Guadalupe,2021-05-16,1114,17
Guaribas,2021-05-16,102,2
Hugo Napoleão,2021-05-16,462,8
Ilha Grande,2021-05-16,875,16
Inhuma,2021-05-16,862,14
Ipiranga do Piauí,2021-05-16,520,9
Isaías Coelho,2021-05-16,561,4
Itainópolis,2021-05-16,524,7
Itaueira,2021-05-16,131,15
Jacobina do Piauí,2021-05-16,300,3
Jaicós,2021-05-16,881,27
Jardim do Mulato,2021-05-16,176,3
Jatobá do Piauí,2021-05-16,181,7
Jerumenha,2021-05-16,199,5
João Costa,2021-05-16,152,2
Joaquim Pires,2021-05-16,1268,22
Joca Marques,2021-05-16,513,5
José de Freitas,2021-05-16,4260,61
Juazeiro do Piauí,2021-05-16,262,2
Júlio Borges,2021-05-16,144,10
Jurema,2021-05-16,206,4
Lagoa Alegre,2021-05-16,335,12
Lagoa de São Francisco,2021-05-16,368,4
Lagoa do Barro do Piauí,2021-05-16,867,7
Lagoa do Piauí,2021-05-16,762,4
Lagoa do Sítio,2021-05-16,90,11
Lagoinha do Piauí,2021-05-16,229,7
Landri Sales,2021-05-16,650,9
Luís Correia,2021-05-16,1271,50
Luzilândia,2021-05-16,2300,43
Madeiro,2021-05-16,388,3
Manoel Emídio,2021-05-16,368,11
Marcolândia,2021-05-16,819,21
Marcos Parente,2021-05-16,341,7
Massapê do Piauí,2021-05-16,173,0
Matias Olímpio,2021-05-16,576,9
Miguel Alves,2021-05-16,1905,27
Miguel Leão,2021-05-16,137,1
Milton Brandão,2021-05-16,185,3
Monsenhor Gil,2021-05-16,1300,27
Monsenhor Hipólito,2021-05-16,445,2
Monte Alegre do Piauí,2021-05-16,811,12
Morro Cabeça no Tempo,2021-05-16,99,3
Morro do Chapéu do Piauí,2021-05-16,705,4
Murici dos Portelas,2021-05-16,243,10
Nazaré do Piauí,2021-05-16,316,8
Nazária,2021-05-16,384,11
Nossa Senhora de Nazaré,2021-05-16,359,11
Nossa Senhora dos Remédios,2021-05-16,666,10
Nova Santa Rita,2021-05-16,132,4
Novo Oriente do Piauí,2021-05-16,280,10
Novo Santo Antônio,2021-05-16,215,3
Oeiras,2021-05-16,3865,56
Olho D'Água do Piauí,2021-05-16,194,3
Padre Marcos,2021-05-16,486,5
Paes Landim,2021-05-16,71,1
Pajeú do Piauí,2021-05-16,83,7
Palmeira do Piauí,2021-05-16,223,4
Palmeirais,2021-05-16,302,13
Paquetá,2021-05-16,129,4
Parnaguá,2021-05-16,227,9
Parnaíba,2021-05-16,13824,374
Passagem Franca do Piauí,2021-05-16,237,10
Patos do Piauí,2021-05-16,263,5
Pau D'Arco do Piauí,2021-05-16,312,4
Paulistana,2021-05-16,1074,12
Pavussu,2021-05-16,254,9
Pedro II,2021-05-16,3479,71
Pedro Laurentino,2021-05-16,62,2
Picos,2021-05-16,6641,129
Pimenteiras,2021-05-16,768,23
Pio IX,2021-05-16,817,17
Piracuruca,2021-05-16,2270,63
Piripiri,2021-05-16,9039,174
Porto,2021-05-16,525,13
Porto Alegre do Piauí,2021-05-16,180,3
Prata do Piauí,2021-05-16,144,4
Queimada Nova,2021-05-16,591,4
Redenção do Gurguéia,2021-05-16,276,17
Regeneração,2021-05-16,989,18
Riacho Frio,2021-05-16,108,3
Ribeira do Piauí,2021-05-16,32,4
Ribeiro Gonçalves,2021-05-16,641,8
Rio Grande do Piauí,2021-05-16,396,7
Santa Cruz do Piauí,2021-05-16,778,14
Santa Cruz dos Milagres,2021-05-16,228,2
Santa Filomena,2021-05-16,64,3
Santa Luz,2021-05-16,186,5
Santana do Piauí,2021-05-16,141,3
Santa Rosa do Piauí,2021-05-16,129,3
Santo Antônio de Lisboa,2021-05-16,44,4
Santo Antônio dos Milagres,2021-05-16,159,2
Santo Inácio do Piauí,2021-05-16,250,6
São Braz do Piauí,2021-05-16,59,8
São Félix do Piauí,2021-05-16,179,3
São Francisco de Assis do Piauí,2021-05-16,51,2
São Francisco do Piauí,2021-05-16,122,6
São Gonçalo do Gurguéia,2021-05-16,153,3
São Gonçalo do Piauí,2021-05-16,352,4
São João da Canabrava,2021-05-16,320,5
São João da Fronteira,2021-05-16,217,4
São João da Serra,2021-05-16,296,10
São João da Varjota,2021-05-16,191,2
São João do Arraial,2021-05-16,521,6
São João do Piauí,2021-05-16,1230,27
São José do Divino,2021-05-16,136,11
São José do Peixe,2021-05-16,70,1
São José do Piauí,2021-05-16,151,8
São Julião,2021-05-16,255,7
São Lourenço do Piauí,2021-05-16,60,3
São Luis do Piauí,2021-05-16,102,0
São Miguel da Baixa Grande,2021-05-16,167,1
São Miguel do Fidalgo,2021-05-16,114,2
São Miguel do Tapuio,2021-05-16,542,12
São Pedro do Piauí,2021-05-16,1086,18
São Raimundo Nonato,2021-05-16,3088,45
Sebastião Barros,2021-05-16,22,3
Sebastião Leal,2021-05-16,358,4
Sigefredo Pacheco,2021-05-16,386,11
Simões,2021-05-16,721,11
Simplício Mendes,2021-05-16,1190,35
Socorro do Piauí,2021-05-16,113,6
Sussuapara,2021-05-16,376,5
Tamboril do Piauí,2021-05-16,33,5
Tanque do Piauí,2021-05-16,162,1
Teresina,2021-05-16,90761,2067
União,2021-05-16,1950,49
Uruçuí,2021-05-16,3379,50
Valença do Piauí,2021-05-16,1666,58
Várzea Branca,2021-05-16,164,10
Várzea Grande,2021-05-16,353,0
Vera Mendes,2021-05-16,199,2
Vila Nova do Piauí,2021-05-16,180,1
Wall Ferraz,2021-05-16,329,3
,2021-05-16,257554,5537
Abatiá,2021-05-16,735,10
Adrianópolis,2021-05-16,1102,22
Agudos do Sul,2021-05-16,486,19
Almirante Tamandaré,2021-05-16,8179,310
Altamira do Paraná,2021-05-16,160,4
Altônia,2021-05-16,892,17
Alto Paraíso,2021-05-16,159,2
Alto Paraná,2021-05-16,782,18
Alto Piquiri,2021-05-16,602,16
Alvorada do Sul,2021-05-16,649,21
Amaporã,2021-05-16,269,5
Ampére,2021-05-16,1092,27
Anahy,2021-05-16,325,6
Andirá,2021-05-16,1670,61
Ângulo,2021-05-16,278,6
Antonina,2021-05-16,2175,56
Antônio Olinto,2021-05-16,350,8
Apucarana,2021-05-16,7583,261
Arapongas,2021-05-16,10457,398
Arapoti,2021-05-16,2376,44
Arapuã,2021-05-16,181,5
Araruna,2021-05-16,1153,19
Araucária,2021-05-16,20567,319
